X,Y,RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents
-76.637297,39.280105,907,22B03701,2022/02/13 22:15:00+00,4B,AGG. ASSAULT,,KNIFE_CUTTING_INSTRUMENT,935,F,28,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1100 BAYARD ST,SOUTHERN,N/A,WASHINGTON VILLAGE/PIGTOWN,39.280104999999999,-76.637297000000004,"(39.280104999999999,-76.637297000000004)",,1
-76.614261724,39.27653142,908,22B05192,2022/02/19 01:55:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,942,M,25,WHITE,NOT_HISPANIC_OR_LATINO,0 E CROSS ST,SOUTHERN,N/A,FEDERAL HILL,39.27653141974303,-76.614261723865653,"(39.27653141974303,-76.614261723865653)",,1
-76.5622327029999,39.330533243,909,22B05200,2022/02/19 02:15:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,422,F,23,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,4500 BELAIR RD,NORTHEAST,N/A,FRANKFORD,39.330533243402385,-76.562232702635498,"(39.330533243402385,-76.562232702635498)",,1
-76.589297,39.2805240000001,910,22B03199,2022/02/12 00:22:00+00,6F,LARCENY,,,213,F,26,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1000 FELL ST,SOUTHEAST,N/A,FELLS POINT,39.280524,-76.589297000000002,"(39.280524,-76.589297000000002)",,1
-76.686967,39.324843,911,22B05226,2022/02/19 07:59:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,621,M,16,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3300 OAKFIELD AVE,NORTHWEST,N/A,CENTRAL FOREST PARK,39.324843000000001,-76.686966999999996,"(39.324843000000001,-76.686966999999996)",,1
-76.686967,39.324843,912,22B05226,2022/02/19 07:59:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,621,M,16,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3300 OAKFIELD AVE,NORTHWEST,N/A,CENTRAL FOREST PARK,39.324843000000001,-76.686966999999996,"(39.324843000000001,-76.686966999999996)",,1
-76.6420649999999,39.2611190000001,913,22B05563,2022/02/19 20:00:00+00,7C,AUTO THEFT,,,921,M,36,UNKNOWN,,2500 HOLLINS FERRY RD,SOUTHERN,N/A,MOUNT WINANS,39.261119000000001,-76.642065000000002,"(39.261119000000001,-76.642065000000002)",,1
-76.680260386,39.351652534,914,22B05549,2022/02/19 22:00:00+00,6J,LARCENY,,,633,M,43,BLACK_OR_AFRICAN_AMERICAN,,5400 HAMLIN AVE,NORTHWEST,N/A,PIMLICO GOOD NEIGHBORS,39.351652533871089,-76.680260386464923,"(39.351652533871089,-76.680260386464923)",,1
-76.594839,39.2324980000001,915,22B05177,2022/02/19 00:15:00+00,5A,BURGLARY,,,913,F,56,WHITE,,3700 W BAY AVE,SOUTHERN,N/A,BROOKLYN,39.232498,-76.594838999999993,"(39.232498,-76.594838999999993)",,1
-76.613139,39.2770100000001,916,22B05186,2022/02/19 01:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,942,F,35,,,0 E CROSS ST,SOUTHERN,N/A,FEDERAL HILL,39.277009999999997,-76.613139000000004,"(39.277009999999997,-76.613139000000004)",,1
-76.5646639999999,39.2914440000001,917,22A00217,2022/01/01 12:05:00+00,7A,AUTO THEFT,,,223,F,29,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,100 FAGLEY ST,SOUTHEAST,N/A,BALTIMORE HIGHLANDS,39.291443999999998,-76.564663999999993,"(39.291443999999998,-76.564663999999993)",,1
-76.63463,39.3034420000001,918,22A00218,2022/01/01 16:08:00+00,3P,ROBBERY,,PERSONAL_WEAPONS,123,M,52,BLACK_OR_AFRICAN_AMERICAN,,1600 PENNSYLVANIA AVE,CENTRAL,N/A,UPTON,39.303441999999997,-76.634630000000001,"(39.303441999999997,-76.634630000000001)",,1
-76.6991609999999,39.3538540000001,919,22A00220,2022/01/01 16:15:00+00,3EF,ROBBERY,,KNIFE_CUTTING_INSTRUMENT,631,M,63,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,6200 REISTERSTOWN RD,NORTHWEST,N/A,REISTERSTOWN STATION,39.353853999999998,-76.699161000000004,"(39.353853999999998,-76.699161000000004)",,1
-76.571763,39.3692520000001,920,22A01430,2022/01/01 11:30:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,423,F,29,BLACK_OR_AFRICAN_AMERICAN,,2100 PENTLAND DR,NORTHEAST,N/A,HAMILTON HILLS,39.369252000000003,-76.571763000000004,"(39.369252000000003,-76.571763000000004)",,1
-76.607023,39.2884270000001,921,22A00013,2022/01/01 01:10:00+00,4E,COMMON ASSAULT,,,111,F,23,UNKNOWN,,0 MARKET PL,CENTRAL,N/A,DOWNTOWN,39.288426999999999,-76.607022999999998,"(39.288426999999999,-76.607022999999998)",,1
-76.631861,39.3041710000001,922,22A00311,2022/01/01 22:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,123,F,57,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,500 MCMECHEN ST,CENTRAL,N/A,UPTON,39.304170999999997,-76.631861000000001,"(39.304170999999997,-76.631861000000001)",,1
-76.610147,39.289789,923,22A00011,2022/01/01 00:36:00+00,4E,COMMON ASSAULT,,UNKNOWN,111,M,67,WHITE,NOT_HISPANIC_OR_LATINO,400 E BALTIMORE ST,CENTRAL,N/A,DOWNTOWN,39.289788999999999,-76.610146999999998,"(39.289788999999999,-76.610146999999998)",,1
-76.6962779999999,39.273943,924,22A00261,2022/01/01 18:30:00+00,3JO,ROBBERY,,PERSONAL_WEAPONS,833,F,70,WHITE,NOT_HISPANIC_OR_LATINO,4700 VANCOUVER RD,SOUTHWEST,N/A,BEECHFIELD,39.273943000000003,-76.696278000000007,"(39.273943000000003,-76.696278000000007)",,1
-76.616658859,39.290272202,925,22B01343,2022/01/01 04:00:00+00,6F,LARCENY,,,114,F,26,BLACK_OR_AFRICAN_AMERICAN,,100 W FAYETTE ST,CENTRAL,N/A,DOWNTOWN,39.290272201594526,-76.616658858652997,"(39.290272201594526,-76.616658858652997)",,1
-76.556638,39.2869670000001,926,22A00022,2022/01/01 00:58:00+00,7A,AUTO THEFT,,,233,M,31,UNKNOWN,HISPANIC_OR_LATINO,500 S NEWKIRK ST,SOUTHEAST,N/A,GREEKTOWN,39.286966999999997,-76.556638000000007,"(39.286966999999997,-76.556638000000007)",,1
-76.604632,39.2992190000001,927,22A00024,2022/01/01 01:00:00+00,4E,COMMON ASSAULT,,,324,F,19,WHITE,NOT_HISPANIC_OR_LATINO,900 WILMOT CT,EASTERN,N/A,OLDTOWN,39.299219000000001,-76.604631999999995,"(39.299219000000001,-76.604631999999995)",,1
-76.6794031749999,39.3360448650001,928,22A00834,2022/01/01 01:58:00+00,2A,RAPE,,PERSONAL_WEAPONS,623,F,21,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3800 OAKFORD AVE,NORTHWEST,N/A,DOLFIELD,39.336044864705194,-76.679403175226966,"(39.336044864705194,-76.679403175226966)",,1
-76.5785,39.296932,929,22A01140,2022/01/01 16:00:00+00,5A,BURGLARY,,,221,M,41,WHITE,NOT_HISPANIC_OR_LATINO,2700 JEFFERSON ST,SOUTHEAST,N/A,MCELDERRY PARK,39.296931999999998,-76.578500000000005,"(39.296931999999998,-76.578500000000005)",,1
-76.607023,39.2884270000001,930,22A01154,2022/01/01 01:30:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,111,M,32,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,0 MARKET PL,CENTRAL,N/A,DOWNTOWN,39.288426999999999,-76.607022999999998,"(39.288426999999999,-76.607022999999998)",,1
-76.5759399999999,39.2980390000001,931,22A00315,2022/01/01 23:19:00+00,4B,AGG. ASSAULT,,KNIFE_CUTTING_INSTRUMENT,224,M,39,UNKNOWN,HISPANIC_OR_LATINO,2900 MCELDERRY ST,SOUTHEAST,N/A,ELLWOOD PARK/MONUMENT,39.298039000000003,-76.575940000000003,"(39.298039000000003,-76.575940000000003)",,1
-76.617248,39.2993710000001,932,21L01528,2021/11/28 14:30:00+00,6G,LARCENY,,,134,M,42,WHITE,NOT_HISPANIC_OR_LATINO,100 W READ ST,CENTRAL,N/A,MOUNT VERNON,39.299371000000001,-76.617248000000004,"(39.299371000000001,-76.617248000000004)",,1
-76.5323969999999,39.272541,933,21K07929,2021/11/28 01:20:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,234,M,34,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,6600 HOLABIRD AVE,SOUTHEAST,N/A,BROENING MANOR,39.272540999999997,-76.532397000000003,"(39.272540999999997,-76.532397000000003)",,1
-76.5323969999999,39.272541,934,21K07929,2021/11/28 01:20:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,234,F,39,WHITE,NOT_HISPANIC_OR_LATINO,6600 HOLABIRD AVE,SOUTHEAST,N/A,BROENING MANOR,39.272540999999997,-76.532397000000003,"(39.272540999999997,-76.532397000000003)",,1
-76.578518,39.2963080000001,935,21K07930,2021/11/28 01:48:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,221,F,41,UNKNOWN,HISPANIC_OR_LATINO,400 N BELNORD AVE,SOUTHEAST,N/A,MCELDERRY PARK,39.296308000000003,-76.578518000000003,"(39.296308000000003,-76.578518000000003)",,1
-76.6602119999999,39.3094300000001,936,21K07932,2021/11/28 02:17:00+00,3JO,ROBBERY,,PERSONAL_WEAPONS,731,F,26,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2600 W NORTH AVE,WESTERN,N/A,MONDAWMIN,39.309429999999999,-76.660212000000001,"(39.309429999999999,-76.660212000000001)",,1
-76.630884,39.295599,937,21K07941,2021/11/28 02:30:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,123,F,40,UNKNOWN,HISPANIC_OR_LATINO,600 BRUNE ST,CENTRAL,N/A,UPTON,39.295599000000003,-76.630883999999995,"(39.295599000000003,-76.630883999999995)",,1
-76.6107909999999,39.2885870000001,938,21K07947,2021/11/28 03:20:00+00,3AF,ROBBERY,,PERSONAL_WEAPONS,111,M,22,WHITE,NOT_HISPANIC_OR_LATINO,300 WATER ST,CENTRAL,N/A,DOWNTOWN,39.288587,-76.610791000000006,"(39.288587,-76.610791000000006)",,1
-76.6107909999999,39.2885870000001,939,21K07947,2021/11/28 03:20:00+00,3AF,ROBBERY,,PERSONAL_WEAPONS,111,M,21,WHITE,,300 WATER ST,CENTRAL,N/A,DOWNTOWN,39.288587,-76.610791000000006,"(39.288587,-76.610791000000006)",,1
-76.610349,39.2345460000001,940,21K07948,2021/11/28 03:47:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,913,F,21,UNKNOWN,HISPANIC_OR_LATINO,3900 2ND ST,SOUTHERN,N/A,BROOKLYN,39.234546000000002,-76.610348999999999,"(39.234546000000002,-76.610348999999999)",,1
-76.593432,39.2694260000001,941,21K08773,2021/11/28 17:00:00+00,6J,LARCENY,,,943,F,28,,,1400 HULL ST,SOUTHERN,N/A,LOCUST POINT,39.269426000000003,-76.593432000000007,"(39.269426000000003,-76.593432000000007)",,1
-76.6194829999999,39.306563,942,21K08575,2021/11/28 11:00:00+00,6D,LARCENY FROM AUTO,,,134,M,40,WHITE,,1200 W MOUNT ROYAL AVE,CENTRAL,N/A,MID-TOWN BELVEDERE,39.306562999999997,-76.619483000000002,"(39.306562999999997,-76.619483000000002)",,1
-76.664163,39.359903,943,21K08658,2021/11/28 18:30:00+00,6J,LARCENY,,,533,F,43,WHITE,,2300 KEN OAK RD,NORTHERN,N/A,MOUNT WASHINGTON,39.359903000000003,-76.664163000000002,"(39.359903000000003,-76.664163000000002)",,1
-76.570818,39.2947760000001,944,21L04610,2021/12/16 10:00:00+00,3AO,ROBBERY,,PERSONAL_WEAPONS,224,M,48,WHITE,NOT_HISPANIC_OR_LATINO,3300 E FAYETTE ST,SOUTHEAST,N/A,PATTERSON PARK NEIGHBORHOOD,39.294775999999999,-76.570818000000003,"(39.294775999999999,-76.570818000000003)",,1
-76.623351,39.2937210000001,945,21L04072,2021/12/15 07:10:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,121,M,38,BLACK_OR_AFRICAN_AMERICAN,,500 W MULBERRY ST,CENTRAL,N/A,UNIVERSITY OF MARYLAND,39.293720999999998,-76.623351,"(39.293720999999998,-76.623351)",,1
-76.6403129999999,39.2623540000001,946,21L04093,2021/12/15 08:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,921,F,29,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2400 DORTON CT,SOUTHERN,N/A,WESTPORT,39.262354000000002,-76.640313000000006,"(39.262354000000002,-76.640313000000006)",,1
-76.540287,39.3303320000001,947,21L04102,2021/12/15 10:16:00+00,6D,LARCENY FROM AUTO,,,444,M,39,BLACK_OR_AFRICAN_AMERICAN,,5000 LASALLE AVE,NORTHEAST,N/A,FRANKFORD,39.330331999999999,-76.540287000000006,"(39.330331999999999,-76.540287000000006)",,1
-76.6436199999999,39.2590720000001,948,22C00696,2022/03/02 23:15:00+00,6F,LARCENY,,,923,NA,,,,2700 HOLLINS FERRY RD,SOUTHERN,N/A,LAKELAND,39.259072000000003,-76.643619999999999,"(39.259072000000003,-76.643619999999999)",,1
-76.5455899999999,39.2805710000001,949,22C05896,2022/03/02 15:00:00+00,4C,AGG. ASSAULT,,OTHER,231,NA,,,,1100 ANGLESEA ST,SOUTHEAST,N/A,MEDFORD,39.280571000000002,-76.545590000000004,"(39.280571000000002,-76.545590000000004)",,1
-76.5728989999999,39.322101,950,22C00704,2022/03/02 19:00:00+00,5B,BURGLARY,,,432,NA,,,,3300 BELAIR RD,NORTHEAST,N/A,BELAIR-EDISON,39.322101000000004,-76.572899000000007,"(39.322101000000004,-76.572899000000007)",,1
-76.633032,39.3093000000001,951,22C00319,2022/03/02 01:20:00+00,6F,LARCENY,,PERSONAL_WEAPONS,132,F,24,BLACK_OR_AFRICAN_AMERICAN,,2000 EUTAW PL,CENTRAL,N/A,MADISON PARK,39.3093,-76.633032,"(39.3093,-76.633032)",,1
-76.545813,39.3458420000001,952,22C00436,2022/03/02 11:40:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,425,F,28,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,4000 WHITE AVE,NORTHEAST,N/A,GLENHAM-BELHAR,39.345841999999998,-76.545812999999995,"(39.345841999999998,-76.545812999999995)",,1
-76.664095,39.309286,953,22C00534,2022/03/02 18:33:00+00,9S,SHOOTING,,FIREARM,811,M,49,BLACK_OR_AFRICAN_AMERICAN,,1900 N DUKELAND ST,SOUTHWEST,N/A,WALBROOK,39.309286,-76.664095000000003,"(39.309286,-76.664095000000003)",STREET,1
-76.664095,39.309286,954,22C00534,2022/03/02 18:33:00+00,1A,HOMICIDE,,FIREARM,811,M,32,BLACK_OR_AFRICAN_AMERICAN,,1900 N DUKELAND ST,SOUTHWEST,N/A,WALBROOK,39.309286,-76.664095000000003,"(39.309286,-76.664095000000003)",STREET,1
-76.664095,39.309286,955,22C00534,2022/03/02 18:33:00+00,9S,SHOOTING,,FIREARM,811,M,32,BLACK_OR_AFRICAN_AMERICAN,,1900 N DUKELAND ST,SOUTHWEST,N/A,WALBROOK,39.309286,-76.664095000000003,"(39.309286,-76.664095000000003)",STREET,1
-76.657969,39.295131,956,22C00524,2022/03/02 19:22:00+00,9S,SHOOTING,,FIREARM,721,M,59,BLACK_OR_AFRICAN_AMERICAN,,600 WHITMORE AVE,WESTERN,N/A,ROSEMONT HOMEOWNERS/TENANTS,39.295130999999998,-76.657968999999994,"(39.295130999999998,-76.657968999999994)",STREET,1
-76.664095,39.309286,957,22C00534,2022/03/02 18:33:00+00,9S,SHOOTING,,FIREARM,811,M,40,BLACK_OR_AFRICAN_AMERICAN,,1900 N DUKELAND ST,SOUTHWEST,N/A,WALBROOK,39.309286,-76.664095000000003,"(39.309286,-76.664095000000003)",STREET,1
-76.603274827,39.34069269,958,22C35028,2022/03/02 15:12:00+00,6J,LARCENY,,NA,525,F,28,BLACK_OR_AFRICAN_AMERICAN,,900 BELGIAN AVE,NORTHERN,N/A,PEN LUCY,39.340692690419893,-76.603274827112955,"(39.340692690419893,-76.603274827112955)",,1
-76.6030259999999,39.2296000000001,959,22C35035,2022/03/02 20:55:00+00,6D,LARCENY FROM AUTO,,NA,913,F,67,WHITE,,4100 DORIS AVE,SOUTHERN,N/A,BROOKLYN,39.2296,-76.603026,"(39.2296,-76.603026)",,1
-76.6183605849999,39.2746917860001,960,22C35026,2022/03/02 19:30:00+00,6D,LARCENY FROM AUTO,,NA,942,M,,BLACK_OR_AFRICAN_AMERICAN,,100 W OSTEND ST,SOUTHERN,N/A,SPRING GARDEN INDUSTRIAL AREA,39.274691785970219,-76.618360585499488,"(39.274691785970219,-76.618360585499488)",,1
-76.534757,39.351255,961,22C35046,2022/03/02 00:00:00+00,6D,LARCENY FROM AUTO,,NA,425,F,29,BLACK_OR_AFRICAN_AMERICAN,,6300 BELAIR RD,NORTHEAST,N/A,ROSEMONT EAST,39.351255,-76.534757,"(39.351255,-76.534757)",,1
-76.617698,39.2939710000001,962,22C35021,2022/03/02 15:30:00+00,6D,LARCENY FROM AUTO,,NA,114,M,,WHITE,,100 W MULBERRY ST,CENTRAL,N/A,DOWNTOWN,39.293971,-76.617698,"(39.293971,-76.617698)",,1
-76.531041,39.29197,963,22C35032,2022/03/02 14:00:00+00,6J,LARCENY,,NA,232,M,,UNKNOWN,,6800 E BALTIMORE ST,SOUTHEAST,N/A,EASTWOOD,39.29197,-76.531041,"(39.29197,-76.531041)",,1
-76.56805,39.291323,964,22C35029,2022/03/02 16:30:00+00,6J,LARCENY,,NA,223,M,,WHITE,,3500 E LOMBARD ST,SOUTHEAST,N/A,BALTIMORE HIGHLANDS,39.291323,-76.56805,"(39.291323,-76.56805)",,1
-76.590626,39.2953460000001,965,21L02930,2021/12/11 01:23:00+00,4A,AGG. ASSAULT,,FIREARM,321,M,27,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1900 ORLEANS ST,EASTERN,N/A,CARE,39.295346000000002,-76.590626,"(39.295346000000002,-76.590626)",,1
-76.6609789999999,39.3065740000001,966,21L02931,2021/12/11 02:30:00+00,4A,AGG. ASSAULT,,KNIFE_CUTTING_INSTRUMENT,723,M,28,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1600 BRADDISH AVE,WESTERN,N/A,COPPIN HEIGHTS/ASH-CO-EAST,39.306573999999998,-76.660978999999998,"(39.306573999999998,-76.660978999999998)",,1
-76.612133,39.3051800000001,967,21L03921,2021/12/11 18:00:00+00,6G,LARCENY,,,134,M,53,BLACK_OR_AFRICAN_AMERICAN,,1300 GUILFORD AVE,CENTRAL,N/A,MID-TOWN BELVEDERE,39.30518,-76.612133,"(39.30518,-76.612133)",,1
-76.629626,39.274053,968,21L03219,2021/12/11 23:45:00+00,2A,RAPE,,KNIFE_CUTTING_INSTRUMENT,941,F,35,WHITE,,1900 BAYARD ST,SOUTHERN,N/A,CARROLL - CAMDEN INDUSTRIAL AREA,39.274053000000002,-76.629626000000002,"(39.274053000000002,-76.629626000000002)",,1
-76.673398,39.3320160000001,969,21L03510,2021/12/11 00:00:00+00,6J,LARCENY,,,625,M,28,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3800 GRANTLEY RD,NORTHWEST,N/A,ASHBURTON,39.332016000000003,-76.673398000000006,"(39.332016000000003,-76.673398000000006)",,1
-76.543671492,39.3007187110001,970,21L07292,2021/12/11 11:00:00+00,7A,AUTO THEFT,,,232,M,36,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,6100 ERDMAN AVE,SOUTHEAST,N/A,PULASKI INDUSTRIAL AREA,39.300718711357938,-76.543671492171143,"(39.300718711357938,-76.543671492171143)",,1
-76.5720009999999,39.322774,971,21L03200,2021/12/11 23:00:00+00,3NF,ROBBERY,,HANDGUN,432,M,21,WHITE,,3400 BELAIR RD,NORTHEAST,N/A,BELAIR-EDISON,39.322774000000003,-76.572001,"(39.322774000000003,-76.572001)",,1
-76.5626,39.3193470000001,972,21L03203,2021/12/11 23:40:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,432,F,29,BLACK_OR_AFRICAN_AMERICAN,,3600 KENYON AVE,NORTHEAST,N/A,BELAIR-EDISON,39.319347,-76.562600000000003,"(39.319347,-76.562600000000003)",,1
-76.6005739999999,39.2395970000001,973,21L03211,2021/12/11 23:56:00+00,4E,COMMON ASSAULT,,,913,F,10,UNKNOWN,HISPANIC_OR_LATINO,3400 6TH ST,SOUTHERN,N/A,BROOKLYN,39.239597000000003,-76.600573999999995,"(39.239597000000003,-76.600573999999995)",,1
-76.640742879,39.283398694,974,21L03198,2021/12/11 22:30:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,935,F,25,BLACK_OR_AFRICAN_AMERICAN,,1500 RAMSAY ST,SOUTHERN,N/A,NEW SOUTHWEST/MOUNT CLARE,39.283398694243147,-76.640742878559934,"(39.283398694243147,-76.640742878559934)",,1
-76.6102079999999,39.297222,975,21L03206,2021/12/11 23:46:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,324,M,26,WHITE,,600 FALLSWAY,EASTERN,N/A,PENN-FALLSWAY,39.297221999999998,-76.610208,"(39.297221999999998,-76.610208)",,1
-76.646193,39.251272,976,21L02956,2021/12/11 05:15:00+00,3CO,ROBBERY - COMMERCIAL,,KNIFE_CUTTING_INSTRUMENT,923,NA,,,,2200 W PATAPSCO AVE,SOUTHERN,N/A,LAKELAND,39.251272,-76.646192999999997,"(39.251272,-76.646192999999997)",,1
-76.541619,39.3291560000001,977,21L02949,2021/12/11 04:24:00+00,6C,LARCENY,,,444,NA,,,,5400 RADECKE AVE,NORTHEAST,N/A,FRANKFORD,39.329155999999998,-76.541618999999997,"(39.329155999999998,-76.541618999999997)",,1
-76.631536,39.3312030000001,978,21L02950,2021/12/11 04:00:00+00,6C,LARCENY,,,531,NA,,,,900 W 36TH ST,NORTHERN,N/A,HAMPDEN,39.331203000000002,-76.631535999999997,"(39.331203000000002,-76.631535999999997)",,1
-76.6549468919999,39.2645228710001,979,21L02952,2021/12/11 02:45:00+00,6C,LARCENY,,,831,NA,,,,2700 WASHINGTON BLVD,SOUTHWEST,N/A,MORRELL PARK,39.264522870735433,-76.654946891580849,"(39.264522870735433,-76.654946891580849)",,1
-76.6271609999999,39.3450340000001,980,21L02955,2021/12/11 05:18:00+00,6C,LARCENY,,,534,NA,,,,200 W COLD SPRING LN,NORTHERN,N/A,EVERGREEN,39.345033999999998,-76.627161000000001,"(39.345033999999998,-76.627161000000001)",,1
-76.5661269999999,39.286594,981,21L03119,2021/12/11 17:55:00+00,3CF,ROBBERY - COMMERCIAL,,FIREARM,225,NA,,,,3700 EASTERN AVE,SOUTHEAST,N/A,BREWERS HILL,39.286594000000001,-76.566126999999994,"(39.286594000000001,-76.566126999999994)",,1
-76.6087067939999,39.327289179,982,22B06222,2022/02/19 18:00:00+00,6J,LARCENY,,,513,M,62,,UNKNOWN,3200 OLD YORK RD,NORTHERN,N/A,BETTER WAVERLY,39.327289178751819,-76.608706794455316,"(39.327289178751819,-76.608706794455316)",,1
-76.689741,39.279948,983,22B05218,2022/02/19 02:00:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,833,F,57,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,300 MARYDELL RD,SOUTHWEST,N/A,IRVINGTON,39.279947999999997,-76.689740999999998,"(39.279947999999997,-76.689740999999998)",,1
-76.5867739999999,39.3030200000001,984,22B05213,2022/02/19 05:07:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,322,F,55,BLACK_OR_AFRICAN_AMERICAN,,2200 PRENTISS PL,EASTERN,N/A,MIDDLE EAST,39.303019999999997,-76.586774000000005,"(39.303019999999997,-76.586774000000005)",,1
-76.6646259999999,39.2732520000001,985,22B05214,2022/02/19 05:09:00+00,5F,BURGLARY,,,832,M,48,WHITE,NOT_HISPANIC_OR_LATINO,1000 WILMINGTON AVE,SOUTHWEST,N/A,WILHELM PARK,39.273251999999999,-76.664625999999998,"(39.273251999999999,-76.664625999999998)",,1
-76.6092399999999,39.30472,986,22B05565,2022/02/19 00:00:00+00,6J,LARCENY,,,313,M,51,BLACK_OR_AFRICAN_AMERICAN,,500 E PRESTON ST,EASTERN,N/A,JOHNSTON SQUARE,39.304720000000003,-76.60924,"(39.304720000000003,-76.60924)",,1
-76.64818,39.2807760000001,987,22B05241,2022/02/19 09:44:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,934,M,36,BLACK_OR_AFRICAN_AMERICAN,,2000 EAGLE ST,SOUTHERN,N/A,CARROLLTON RIDGE,39.280776000000003,-76.648179999999996,"(39.280776000000003,-76.648179999999996)",,1
-76.622375,39.2861950000001,988,22B05259,2022/02/19 10:00:00+00,5F,BURGLARY,,,941,F,34,ASIAN,,500 W PRATT ST,SOUTHERN,N/A,DOWNTOWN WEST,39.286194999999999,-76.622375000000005,"(39.286194999999999,-76.622375000000005)",,1
-76.706879,39.3440860000001,989,22B05803,2022/02/19 00:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,622,M,80,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,4800 SETON DR,NORTHWEST,N/A,SETON BUSINESS PARK,39.344085999999997,-76.706879000000001,"(39.344085999999997,-76.706879000000001)",,1
-76.6020737979999,39.318286062,990,22B05187,2022/02/19 00:26:00+00,6D,LARCENY FROM AUTO,,,411,M,58,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2500 KIRK AVE,NORTHEAST,N/A,COLDSTREAM HOMESTEAD MONTEBELLO,39.318286062154719,-76.602073798167794,"(39.318286062154719,-76.602073798167794)",,1
-76.548622,39.3401250000001,991,22B05046,2022/02/18 15:40:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,426,M,44,,,5500 BELAIR RD,NORTHEAST,N/A,FRANKFORD,39.340125,-76.548621999999995,"(39.340125,-76.548621999999995)",,1
-76.62087,39.2873430000001,992,22B05050,2022/02/18 10:00:00+00,6D,LARCENY FROM AUTO,,,113,M,49,WHITE,NOT_HISPANIC_OR_LATINO,100 S EUTAW ST,CENTRAL,N/A,DOWNTOWN WEST,39.287343,-76.620869999999996,"(39.287343,-76.620869999999996)",,1
-76.6124839999999,39.3246110000001,993,22B05063,2022/02/18 09:00:00+00,5A,BURGLARY,,,513,F,20,WHITE,NOT_HISPANIC_OR_LATINO,300 E 30TH ST,NORTHERN,N/A,ABELL,39.324610999999997,-76.612483999999995,"(39.324610999999997,-76.612483999999995)",,1
-76.548622,39.3401250000001,994,22B05046,2022/02/18 15:40:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,426,F,52,WHITE,,5500 BELAIR RD,NORTHEAST,N/A,FRANKFORD,39.340125,-76.548621999999995,"(39.340125,-76.548621999999995)",,1
